prompt,completion
select avg(total_price) from pizza where pizza_category in ( 'Supreme' ) and pizza_name_id in ( 'sicilian_l' ) and    unit_price between 19 and 29  ,20.0
select avg(total_price) from pizza where pizza_category in ( 'Supreme' ) and pizza_name_id in ( 'peppr_salami_l' ) and    unit_price between 20 and 29  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'the_greek_xl' ) and pizza_size in ( 'XL' ) and    unit_price between 19 and 35  ,25.0
select avg(total_price) from pizza where pizza_category in ( 'Veggie' ) and pizza_name_id in ( 'spinach_fet_l' ) and    unit_price between 19 and 24  ,20.0
select avg(total_price) from pizza where pizza_category in ( 'Veggie' ) and pizza_size in ( 'S' ) and    unit_price between 10 and 34  ,12.0
select avg(total_price) from pizza where pizza_name_id in ( 'ckn_pesto_m' ) and pizza_size in ( 'M' ) and    unit_price between 11 and 34  ,16.0
select avg(total_price) from pizza where pizza_category in ( 'Chicken' ) and pizza_name_id in ( 'southw_ckn_m' ) and    unit_price between 14 and 24  ,17.0
select avg(total_price) from pizza where pizza_category in ( 'Classic' ) and pizza_name_id in ( 'pep_msh_pep_s' ) and    unit_price between 11 and 16  ,11.0
select avg(total_price) from pizza where pizza_name_id in ( 'spinach_supr_l' ) and pizza_size in ( 'L' ) and    unit_price between 16 and 33  ,20.0
select avg(total_price) from pizza where pizza_category in ( 'Veggie' ) and pizza_name_id in ( 'mexicana_m' ) and    unit_price between 9 and 16  ,16.0
select avg(total_price) from pizza where pizza_category in ( 'Supreme' ) and pizza_name_id in ( 'soppressata_l' ) and    unit_price between 20 and 29  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'four_cheese_m' ) and pizza_size in ( 'M' ) and    unit_price between 11 and 27  ,14.0
select avg(total_price) from pizza where pizza_category in ( 'Chicken' ) and pizza_name_id in ( 'southw_ckn_l' ) and    unit_price between 19 and 24  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'bbq_ckn_l' ) and pizza_size in ( 'L' ) and    unit_price between 16 and 33  ,21.0
select avg(total_price) from pizza where pizza_category in ( 'Veggie' ) and pizza_name_id in ( 'spinach_fet_l' ) and    unit_price between 13 and 21  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'soppressata_l' ) and pizza_size in ( 'L' ) and    unit_price between 14 and 32  ,20.0
select avg(total_price) from pizza where pizza_size in ( 'L' ) and pizza_name_id in ( 'green_garden_l' ) and    unit_price between 19 and 24  ,20.0
select avg(total_price) from pizza where pizza_category in ( 'Supreme' ) and pizza_name_id in ( 'spicy_ital_s' ) and    unit_price between 10 and 13  ,12.0
select avg(total_price) from pizza where pizza_name_id in ( 'four_cheese_m' ) and pizza_size in ( 'M' ) and    unit_price between 14 and 16  ,14.0
select avg(total_price) from pizza where pizza_size in ( 'L' ) and pizza_name_id in ( 'veggie_veg_l' ) and    unit_price between 10 and 21  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'classic_dlx_l' ) and pizza_category in ( 'Classic' ) and    unit_price between 20 and 27  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'spin_pesto_s' ) and pizza_size in ( 'S' ) and    unit_price between 10 and 18  ,12.0
select avg(total_price) from pizza where pizza_name_id in ( 'the_greek_l' ) and pizza_category in ( 'Classic' ) and    unit_price between 9 and 29  ,20.0
select avg(total_price) from pizza where pizza_size in ( 'L' ) and pizza_name_id in ( 'ckn_pesto_l' ) and    unit_price between 19 and 31  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'spicy_ital_m' ) and pizza_size in ( 'M' ) and    unit_price between 16 and 35  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'bbq_ckn_s' ) and pizza_size in ( 'S' ) and    unit_price between 11 and 27  ,12.0
select avg(total_price) from pizza where pizza_size in ( 'XL' ) and pizza_name_id in ( 'the_greek_xl' ) and    unit_price between 21 and 30  ,25.0
select avg(total_price) from pizza where pizza_category in ( 'Classic' ) and pizza_name_id in ( 'the_greek_l' ) and    unit_price between 19 and 24  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'napolitana_m' ) and pizza_category in ( 'Classic' ) and    unit_price between 15 and 27  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'prsc_argla_m' ) and pizza_category in ( 'Supreme' ) and    unit_price between 9 and 29  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'ckn_alfredo_s' ) and pizza_category in ( 'Chicken' ) and    unit_price between 9 and 29  ,12.0
select avg(total_price) from pizza where pizza_category in ( 'Veggie' ) and pizza_name_id in ( 'mexicana_m' ) and    unit_price between 13 and 21  ,16.0
select avg(total_price) from pizza where pizza_category in ( 'Chicken' ) and pizza_name_id in ( 'bbq_ckn_m' ) and    unit_price between 15 and 18  ,17.0
select avg(total_price) from pizza where pizza_size in ( 'L' ) and pizza_name_id in ( 'ital_veggie_l' ) and    unit_price between 19 and 33  ,21.0
select avg(total_price) from pizza where pizza_size in ( 'M' ) and pizza_name_id in ( 'four_cheese_m' ) and    unit_price between 10 and 21  ,14.0
select avg(total_price) from pizza where pizza_size in ( 'L' ) and pizza_name_id in ( 'ckn_pesto_l' ) and    unit_price between 19 and 24  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'thai_ckn_m' ) and pizza_size in ( 'M' ) and    unit_price between 16 and 35  ,16.0
select avg(total_price) from pizza where pizza_category in ( 'Veggie' ) and pizza_name_id in ( 'mediterraneo_m' ) and    unit_price between 13 and 21  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'thai_ckn_m' ) and pizza_size in ( 'M' ) and    unit_price between 16 and 33  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'peppr_salami_l' ) and pizza_category in ( 'Supreme' ) and    unit_price between 9 and 29  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'bbq_ckn_m' ) and pizza_category in ( 'Chicken' ) and    unit_price between 15 and 27  ,17.0
select avg(total_price) from pizza where pizza_name_id in ( 'pepperoni_l' ) and pizza_size in ( 'L' ) and    unit_price between 12 and 32  ,15.0
select avg(total_price) from pizza where pizza_category in ( 'Supreme' ) and pizza_name_id in ( 'sicilian_m' ) and    unit_price between 15 and 18  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'cali_ckn_l' ) and pizza_category in ( 'Chicken' ) and    unit_price between 9 and 29  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'mexicana_l' ) and pizza_size in ( 'L' ) and    unit_price between 17 and 22  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'soppressata_m' ) and pizza_size in ( 'M' ) and    unit_price between 11 and 34  ,16.0
select avg(total_price) from pizza where pizza_category in ( 'Chicken' ) and pizza_name_id in ( 'thai_ckn_l' ) and    unit_price between 19 and 29  ,21.0
select avg(total_price) from pizza where pizza_category in ( 'Veggie' ) and pizza_name_id in ( 'spinach_fet_l' ) and    unit_price between 14 and 24  ,20.0
select avg(total_price) from pizza where pizza_category in ( 'Supreme' ) and pizza_name_id in ( 'spinach_supr_m' ) and    unit_price between 13 and 21  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'green_garden_l' ) and pizza_size in ( 'L' ) and    unit_price between 14 and 32  ,20.0
select avg(total_price) from pizza where pizza_category in ( 'Veggie' ) and pizza_name_id in ( 'ital_veggie_m' ) and    unit_price between 14 and 24  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'the_greek_xl' ) and pizza_size in ( 'XL' ) and    unit_price between 16 and 35  ,25.0
select avg(total_price) from pizza where pizza_category in ( 'Classic' ) and pizza_name_id in ( 'pep_msh_pep_s' ) and    unit_price between 10 and 13  ,11.0
select avg(total_price) from pizza where pizza_size in ( 'M' ) and pizza_name_id in ( 'hawaiian_m' ) and    unit_price between 10 and 21  ,13.0
select avg(total_price) from pizza where pizza_name_id in ( 'napolitana_m' ) and pizza_size in ( 'M' ) and    unit_price between 16 and 35  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'spicy_ital_m' ) and pizza_category in ( 'Supreme' ) and    unit_price between 16 and 23  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'veggie_veg_s' ) and pizza_category in ( 'Veggie' ) and    unit_price between 9 and 29  ,12.0
select avg(total_price) from pizza where pizza_name_id in ( 'veggie_veg_m' ) and pizza_size in ( 'M' ) and    unit_price between 10 and 18  ,16.0
select avg(total_price) from pizza where pizza_category in ( 'Classic' ) and pizza_name_id in ( 'ital_cpcllo_l' ) and    unit_price between 13 and 21  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'brie_carre_s' ) and pizza_size in ( 'S' ) and    unit_price between 20 and 31  ,24.0
select avg(total_price) from pizza where pizza_name_id in ( 'bbq_ckn_l' ) and pizza_size in ( 'L' ) and    unit_price between 10 and 21  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'ckn_pesto_l' ) and pizza_category in ( 'Chicken' ) and    unit_price between 20 and 24  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'soppressata_m' ) and pizza_category in ( 'Supreme' ) and    unit_price between 14 and 25  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'southw_ckn_l' ) and pizza_size in ( 'L' ) and    unit_price between 10 and 21  ,21.0
select avg(total_price) from pizza where pizza_size in ( 'L' ) and pizza_category in ( 'Veggie' ) and    unit_price between 14 and 18  ,18.0
select avg(total_price) from pizza where pizza_name_id in ( 'pep_msh_pep_m' ) and pizza_category in ( 'Classic' ) and    unit_price between 14 and 23  ,14.0
select avg(total_price) from pizza where pizza_category in ( 'Chicken' ) and pizza_size in ( 'M' ) and    unit_price between 13 and 18  ,17.0
select avg(total_price) from pizza where pizza_size in ( 'L' ) and pizza_name_id in ( 'ckn_alfredo_l' ) and    unit_price between 19 and 31  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'ital_cpcllo_l' ) and pizza_category in ( 'Classic' ) and    unit_price between 15 and 26  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'the_greek_l' ) and pizza_size in ( 'L' ) and    unit_price between 16 and 33  ,20.0
select avg(total_price) from pizza where pizza_category in ( 'Supreme' ) and pizza_name_id in ( 'spicy_ital_l' ) and    unit_price between 20 and 29  ,21.0
select avg(total_price) from pizza where pizza_category in ( 'Classic' ) and pizza_name_id in ( 'classic_dlx_l' ) and    unit_price between 13 and 21  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'sicilian_l' ) and pizza_category in ( 'Supreme' ) and    unit_price between 17 and 28  ,20.0
select avg(total_price) from pizza where pizza_category in ( 'Classic' ) and pizza_size in ( 'S' ) and    unit_price between 10 and 34  ,11.0
select avg(total_price) from pizza where pizza_category in ( 'Classic' ) and pizza_name_id in ( 'pepperoni_l' ) and    unit_price between 9 and 16  ,15.0
select avg(total_price) from pizza where pizza_size in ( 'M' ) and pizza_name_id in ( 'classic_dlx_m' ) and    unit_price between 14 and 18  ,16.0
select avg(total_price) from pizza where pizza_category in ( 'Classic' ) and pizza_name_id in ( 'hawaiian_m' ) and    unit_price between 11 and 16  ,13.0
select avg(total_price) from pizza where pizza_category in ( 'Supreme' ) and pizza_name_id in ( 'brie_carre_s' ) and    unit_price between 19 and 29  ,24.0
select avg(total_price) from pizza where pizza_size in ( 'S' ) and pizza_name_id in ( 'sicilian_s' ) and    unit_price between 10 and 21  ,12.0
select avg(total_price) from pizza where pizza_name_id in ( 'thai_ckn_l' ) and pizza_size in ( 'L' ) and    unit_price between 16 and 33  ,21.0
select avg(total_price) from pizza where pizza_size in ( 'L' ) and pizza_name_id in ( 'veggie_veg_l' ) and    unit_price between 19 and 31  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'peppr_salami_l' ) and pizza_category in ( 'Supreme' ) and    unit_price between 14 and 25  ,21.0
select avg(total_price) from pizza where pizza_size in ( 'M' ) and pizza_name_id in ( 'spinach_fet_m' ) and    unit_price between 10 and 21  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'ital_supr_l' ) and pizza_category in ( 'Supreme' ) and    unit_price between 9 and 29  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'ckn_pesto_m' ) and pizza_category in ( 'Chicken' ) and    unit_price between 14 and 25  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'mediterraneo_s' ) and pizza_size in ( 'S' ) and    unit_price between 10 and 18  ,12.0
select avg(total_price) from pizza where pizza_name_id in ( 'green_garden_m' ) and pizza_category in ( 'Veggie' ) and    unit_price between 15 and 27  ,16.0
select avg(total_price) from pizza where pizza_category in ( 'Supreme' ) and pizza_name_id in ( 'spinach_supr_l' ) and    unit_price between 14 and 24  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'ital_veggie_s' ) and pizza_size in ( 'S' ) and    unit_price between 10 and 26  ,12.0
select avg(total_price) from pizza where pizza_name_id in ( 'mexicana_m' ) and pizza_category in ( 'Veggie' ) and    unit_price between 16 and 23  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'southw_ckn_l' ) and pizza_category in ( 'Chicken' ) and    unit_price between 20 and 26  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'ckn_pesto_m' ) and pizza_size in ( 'M' ) and    unit_price between 14 and 32  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'sicilian_m' ) and pizza_size in ( 'M' ) and    unit_price between 10 and 21  ,16.0
select avg(total_price) from pizza where pizza_category in ( 'Veggie' ) and pizza_name_id in ( 'veggie_veg_l' ) and    unit_price between 20 and 29  ,20.0
select avg(total_price) from pizza where pizza_size in ( 'L' ) and pizza_name_id in ( 'pep_msh_pep_l' ) and    unit_price between 17 and 30  ,17.0
select avg(total_price) from pizza where pizza_size in ( 'M' ) and pizza_name_id in ( 'ckn_pesto_m' ) and    unit_price between 10 and 21  ,16.0
select avg(total_price) from pizza where pizza_name_id in ( 'veggie_veg_l' ) and pizza_category in ( 'Veggie' ) and    unit_price between 9 and 29  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'sicilian_l' ) and pizza_size in ( 'L' ) and    unit_price between 14 and 32  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'the_greek_xl' ) and pizza_category in ( 'Classic' ) and    unit_price between 20 and 27  ,25.0
select avg(total_price) from pizza where pizza_name_id in ( 'the_greek_xl' ) and pizza_category in ( 'Classic' ) and    unit_price between 9 and 29  ,25.0
select avg(total_price) from pizza where pizza_name_id in ( 'mexicana_l' ) and pizza_size in ( 'L' ) and    unit_price between 16 and 33  ,20.0
select avg(total_price) from pizza where pizza_name_id in ( 'prsc_argla_l' ) and pizza_size in ( 'L' ) and    unit_price between 10 and 21  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'napolitana_s' ) and pizza_category in ( 'Classic' ) and    unit_price between 9 and 29  ,12.0
select avg(total_price) from pizza where pizza_name_id in ( 'spin_pesto_l' ) and pizza_category in ( 'Veggie' ) and    unit_price between 14 and 25  ,21.0
select avg(total_price) from pizza where pizza_name_id in ( 'green_garden_s' ) and pizza_size in ( 'S' ) and    unit_price between 11 and 34  ,12.0
select avg(total_price) from pizza where pizza_name_id in ( 'hawaiian_s' ) and pizza_size in ( 'S' ) and    unit_price between 10 and 26  ,10.0
